track_id,forecast_time,lead_time,members,center_lat,center_lon,cone_radius_km,radius_q_km,estimated_population_exposed,coastal_exposure_weighted_pop,inform_weighted_pop,risk_score,cells_in_cone
DITWAH,2025-11-29 18:00:00+00:00,24,50,12.418000000000001,80.36,130.65863728721848,105.65863728721847,2152440.0552815665,1392189.7585258107,1076220.0276407832,74.23900516535127,8
DITWAH,2025-11-29 18:00:00+00:00,48,47,13.691489361702128,81.03191489361703,222.0189065031434,197.0189065031434,3273272.7228406467,2048827.999923258,1636636.3614203234,75.02722762736805,23
DITWAH,2025-11-29 18:00:00+00:00,72,31,13.52258064516129,81.39032258064516,289.4930107165931,264.4930107165931,4624583.946401751,2890439.5476849545,2312291.9732008753,76.08445687650054,39
DITWAH,2025-11-29 18:00:00+00:00,96,13,13.253846153846155,81.1923076923077,405.68460734823213,380.68460734823213,6169242.474703258,3903979.186941477,3084621.237351629,77.17998068962348,71
DITWAH,2025-11-30 00:00:00+00:00,6,51,11.131372549019607,80.87843137254902,92.81955627690702,67.81955627690702,692182.8252101532,473873.4286596707,346091.4126050766,71.63895437410706,3
DITWAH,2025-11-30 00:00:00+00:00,12,50,11.873999999999999,80.902,93.79956337777084,68.79956337777084,1008366.9187100525,667885.0422479853,504183.45935502625,72.25809318543503,4
DITWAH,2025-11-30 00:00:00+00:00,24,50,12.895999999999999,80.724,116.62103427912983,91.62103427912983,2237451.6370890928,1427728.1873713438,1118725.8185445464,74.14276681460585,7
DITWAH,2025-11-30 00:00:00+00:00,48,50,13.283999999999999,81.226,169.33778488181295,144.33778488181295,2465113.750902265,1553836.1147634757,1232556.8754511324,74.25122514197483,13
DITWAH,2025-11-30 00:00:00+00:00,72,37,13.402702702702703,80.81351351351351,203.6474223232108,178.6474223232108,2920194.55253652,1844346.5376412584,1460097.27626826,74.81196471170969,19
DITWAH,2025-11-30 00:00:00+00:00,96,5,12.98,79.85999999999999,243.45920969362732,218.45920969362732,3473579.616547023,2229316.6657268065,1736789.8082735115,75.60948415941223,24
DITWAH,2025-11-30 06:00:00+00:00,6,51,11.692156862745097,81.08039215686276,99.91336451322904,74.91336451322904,1057665.890661052,701337.9160718778,528832.945330526,72.4261670376279,5
DITWAH,2025-11-30 06:00:00+00:00,12,51,12.403921568627451,81.06666666666666,107.18976607033437,82.18976607033437,1917907.4172910615,1235605.0821545823,958953.7086455307,73.81474230975653,6
DITWAH,2025-11-30 06:00:00+00:00,24,48,13.410416666666668,81.14999999999999,157.08697505811162,132.08697505811162,1983352.403164808,1237548.7218920814,991676.201582404,73.41263992545268,10
DITWAH,2025-11-30 06:00:00+00:00,48,45,13.426666666666666,81.8711111111111,211.46976412128646,186.46976412128646,3075350.651957809,1912417.2313250601,1537675.3259789045,74.73049043362859,21
DITWAH,2025-11-30 06:00:00+00:00,72,36,13.541666666666666,81.03888888888889,198.45815521593738,173.45815521593738,3122492.721930742,1962667.999403312,1561246.360965371,74.94564709910945,21
DITWAH,2025-11-30 06:00:00+00:00,96,8,13.1625,79.4375,268.3226954192479,243.32269541924794,3164277.508278096,2018414.4314785611,1582138.754139048,75.22011857396052,28
DITWAH,2025-11-30 12:00:00+00:00,6,49,11.97142857142857,81.17959183673469,89.44735224786147,64.44735224786147,1371227.1670644025,892221.3693491395,685613.5835322012,72.92689522719725,4
DITWAH,2025-11-30 12:00:00+00:00,12,49,12.626530612244897,81.1,111.72026242881716,86.72026242881716,1890229.9963709787,1205925.0048840232,945114.9981854893,73.6126030455878,6
DITWAH,2025-11-30 12:00:00+00:00,24,49,12.791836734693877,81.2408163265306,138.6797953466754,113.67979534667539,2163974.355635197,1374380.889788121,1081987.1778175985,73.96377586668048,9
DITWAH,2025-11-30 12:00:00+00:00,48,46,12.610869565217394,81.28695652173913,156.40570867485292,131.40570867485292,2708455.918680795,1737426.9840280358,1354227.9593403975,74.82421675831348,12
DITWAH,2025-11-30 12:00:00+00:00,72,24,12.591666666666663,80.3,208.13190107770814,183.13190107770814,3391817.5653794585,2178878.0123815113,1695908.7826897292,75.55005132702055,20
DITWAH,2025-11-30 12:00:00+00:00,96,3,11.9,78.76666666666667,144.001462844947,119.00146284494703,274060.9667998429,180823.81873785116,137030.48339992145,68.1233206317513,7
DITWAH,2025-11-30 18:00:00+00:00,6,46,12.786956521739128,81.29565217391304,90.485564011401,65.485564011401,1150324.9403456624,725531.968886776,575162.4701728312,71.87909090179161,3
DITWAH,2025-11-30 18:00:00+00:00,12,45,13.068888888888893,81.01777777777778,117.39890191658661,92.39890191658661,1682213.00789774,1058093.496916727,841106.50394887,73.02354199172517,6
DITWAH,2025-11-30 18:00:00+00:00,24,42,12.669047619047623,81.05714285714285,142.51454929947388,117.51454929947388,2445863.4621434216,1559920.938278175,1222931.7310717108,74.41294717475807,9
DITWAH,2025-11-30 18:00:00+00:00,48,33,12.718181818181819,80.75757575757575,171.4130279250581,146.4130279250581,2859991.831066851,1835286.0470646457,1429995.9155334255,75.00003626210245,13
DITWAH,2025-11-30 18:00:00+00:00,72,10,12.2,79.69,361.3654955124286,336.3654955124286,4764959.373277862,3131659.9726847075,2382479.686638931,76.98317440676308,50
DITWAH,2025-11-30 18:00:00+00:00,96,1,4.1,77.6,25.0,0.0,0.0,0.0,0.0,0.0,0
DITWAH,2025-12-01 00:00:00+00:00,6,31,12.916129032258064,81.16774193548387,101.12308681120481,76.12308681120481,1261475.4033526483,793810.1104482102,630737.7016763241,72.13113359041208,4
DITWAH,2025-12-01 00:00:00+00:00,12,29,12.755172413793105,81.33103448275864,90.14228172942065,65.14228172942065,882176.9248072223,560812.4736274485,441088.46240361116,71.17457290364084,2
DITWAH,2025-12-01 00:00:00+00:00,24,24,13.004166666666668,81.325,110.17099545778736,85.17099545778736,1261475.4033526483,793810.1104482102,630737.7016763241,72.13113359041208,4
DITWAH,2025-12-01 00:00:00+00:00,48,26,13.434615384615386,80.51153846153846,140.14041654139479,115.14041654139479,1717223.0118558898,1072329.5728159952,858611.5059279449,72.97457692355616,9
DITWAH,2025-12-01 00:00:00+00:00,72,3,12.233333333333333,79.33333333333333,130.25525729215798,105.25525729215796,839136.4871468882,546268.2322675996,419568.2435734441,71.40011912721137,8
DITWAH,2025-12-01 06:00:00+00:00,6,24,12.525,81.05,77.16318444912014,52.163184449120145,1029249.3405526883,662249.1591172051,514624.6702763442,71.84929839709837,2
DITWAH,2025-12-01 06:00:00+00:00,12,22,12.568181818181818,81.11363636363636,99.02101283865431,74.02101283865431,1622081.9808325386,1041205.5096246958,811040.9904162693,73.23243034157838,5
DITWAH,2025-12-01 06:00:00+00:00,24,11,12.654545454545456,80.90909090909089,119.0394057142869,94.0394057142869,2334712.999136436,1491642.7967167408,1167356.499568218,74.29556770279889,8
DITWAH,2025-12-01 06:00:00+00:00,48,11,12.981818181818182,79.94545454545454,223.44533405043492,198.44533405043492,3053779.400990448,1951241.4589794655,1526889.700495224,75.13614724462823,19
DITWAH,2025-12-01 12:00:00+00:00,6,9,12.333333333333334,81.1111111111111,70.7317333717824,45.7317333717824,1029249.3405526883,662249.1591172051,514624.6702763442,71.84929839709837,2
DITWAH,2025-12-01 12:00:00+00:00,12,10,12.22,81.07,80.96037796467937,55.96037796467937,1126510.7026000316,726163.768462602,563255.3513000158,72.16107104611622,3
DITWAH,2025-12-01 12:00:00+00:00,24,13,12.469230769230771,80.5,91.73026453938556,66.73026453938556,1597154.815249369,1029613.8988127774,798577.4076246845,73.25304780436056,4
DITWAH,2025-12-01 12:00:00+00:00,48,1,10.6,78.7,25.0,0.0,16639.383372134034,11647.568360493824,8319.691686067017,60.373711729064205,1
DITWAH,2025-12-01 18:00:00+00:00,6,8,12.75,80.86250000000001,101.83613061528786,76.83613061528786,1792968.6343236351,1142010.395538626,896484.3171618176,73.42153195023941,5
DITWAH,2025-12-01 18:00:00+00:00,12,2,12.8,80.7,74.48914982179116,49.48914982179116,930765.7230510304,591701.0667967265,465382.8615255152,71.34211951429185,2
DITWAH,2025-12-01 18:00:00+00:00,24,8,12.9,79.96249999999999,131.3832716658465,106.38327166584652,1812808.6458139867,1151445.861788705,906404.3229069933,73.41177187339963,8
DITWAH,2025-12-01 18:00:00+00:00,48,1,14.5,78.1,25.0,0.0,0.0,0.0,0.0,0.0,0
DITWAH,2025-12-02 00:00:00+00:00,6,1,12.4,80.5,25.0,0.0,0.0,0.0,0.0,0.0,0
DITWAH,2025-12-02 00:00:00+00:00,12,4,12.25,80.375,59.14240243800349,34.14240243800349,567905.4746966804,367364.73969557235,283952.7373483402,70.0772640761454,2
DITWAH,2025-12-02 00:00:00+00:00,24,3,12.1,79.33333333333333,69.93128077327786,44.93128077327786,107049.97210008658,70347.12452291405,53524.98605004329,65.11938509976135,2
DITWAH,2025-12-02 06:00:00+00:00,6,2,12.100000000000001,80.5,64.82523433485008,39.82523433485007,666389.0921983384,437912.83201605093,333194.5460991692,70.83366674755484,2
DITWAH,2025-12-02 06:00:00+00:00,12,3,11.933333333333335,80.13333333333334,56.68305027397159,31.68305027397159,295825.43645852304,194399.57252988656,147912.71822926152,68.29584704735954,1
DITWAH,2025-12-02 12:00:00+00:00,6,11,12.018181818181818,80.17272727272729,62.99449034353956,37.99449034353956,295825.43645852304,194399.57252988656,147912.71822926152,68.29584704735954,1
DITWAH,2025-12-02 12:00:00+00:00,12,8,12.2625,79.8125,105.10336488130636,80.10336488130636,722037.326805939,467285.9297234856,361018.6634029695,70.83515395121552,4
DITWAH,2025-12-02 18:00:00+00:00,6,5,11.919999999999998,79.72,93.74130727826983,68.74130727826983,449957.28856778145,297051.67384557007,224978.64428389072,69.68228154301582,3
DITWAH,2025-12-02 18:00:00+00:00,12,2,11.9,79.45,52.20130778735218,27.201307787352174,90410.58872795255,59412.67259265453,45205.294363976274,64.59147059125084,1
DUDZAI,2026-01-15 06:00:00+00:00,6,51,-16.874509803921566,73.39607843137256,98.70421810712237,73.70421810712237,118399.69878854639,61064.83372640208,59199.849394273195,61.89950837124051,4
DUDZAI,2026-01-15 06:00:00+00:00,12,51,-16.727450980392156,72.70588235294117,96.49107095915605,71.49107095915605,102909.05107218577,53507.498026325586,51454.525536092886,61.566267785834405,5
DUDZAI,2026-01-15 06:00:00+00:00,24,51,-16.592156862745096,71.45490196078431,138.1230714033402,113.1230714033402,68021.5894734247,35634.73355511862,34010.79473671235,60.370581608333,8
DUDZAI,2026-01-15 06:00:00+00:00,48,51,-17.45294117647059,69.33921568627451,263.0954787895131,238.09547878951307,99457.19400857705,50441.165721529556,49728.597004288524,61.14002902980745,26
DUDZAI,2026-01-15 06:00:00+00:00,72,50,-19.548,67.05799999999999,432.39622266789496,407.39622266789496,110098.5192683529,51017.74808100196,55049.25963417645,60.36312962673398,50
DUDZAI,2026-01-15 06:00:00+00:00,96,51,-20.809803921568626,63.58235294117647,605.1412627280657,580.1412627280657,83055.83710910729,34600.14863084034,41527.918554553646,58.31247651733717,58
FINA,2025-11-18 18:00:00+00:00,6,51,-9.776470588235295,131.94901960784313,101.33558555633556,76.33558555633556,1460573.5700874769,1046204.6126965518,730286.7850437384,74.76474143126642,5
FINA,2025-11-18 18:00:00+00:00,12,51,-9.850980392156861,132.2078431372549,122.88524716413056,97.88524716413056,2000490.090896581,1426394.52943287,1000245.0454482905,75.66588621292341,7
FINA,2025-11-18 18:00:00+00:00,24,51,-9.701960784313727,132.8294117647059,171.09543800766414,146.09543800766414,2463899.378694848,1759189.7522787438,1231949.689347424,76.34107645586934,10
FINA,2025-11-18 18:00:00+00:00,48,51,-10.027450980392157,133.60784313725492,250.07009628831807,225.07009628831807,3079449.059327638,2177729.195449153,1539724.529663819,76.8678532580891,27
FINA,2025-11-18 18:00:00+00:00,72,51,-11.115686274509804,132.64901960784312,383.7854332623593,358.7854332623593,5606190.036246608,3832666.5578604974,2803095.018123304,78.15179556450956,54
FINA,2025-11-18 18:00:00+00:00,96,51,-11.764705882352944,130.9294117647059,462.2083830111256,437.2083830111256,8729331.922000648,5738385.379096184,4364665.961000324,78.87857895370531,71
FINA,2025-11-19 00:00:00+00:00,6,51,-9.547058823529412,132.22549019607843,89.1009320196722,64.1009320196722,1085219.3648416528,784478.190477176,542609.6824208264,74.00092315752048,4
FINA,2025-11-19 00:00:00+00:00,12,51,-9.419607843137255,132.58235294117645,106.03955165761622,81.03955165761622,1085219.3648416528,784478.190477176,542609.6824208264,74.00092315752048,4
FINA,2025-11-19 00:00:00+00:00,24,51,-9.572549019607843,132.92941176470586,162.10815023336033,137.10815023336033,2468991.579157034,1762972.5297649389,1234495.789578517,76.34901694029882,11
FINA,2025-11-19 00:00:00+00:00,48,51,-10.319607843137254,132.45686274509805,250.0834476830065,225.0834476830065,4080149.231642579,2849063.555471097,2040074.6158212896,77.5244974148673,27
FINA,2025-11-19 00:00:00+00:00,72,51,-11.537254901960788,131.0843137254902,281.1689325089514,256.1689325089514,5485999.664157485,3699877.8040382466,2742999.8320787423,77.85338913643314,34
FINA,2025-11-19 00:00:00+00:00,96,51,-12.570588235294116,129.43529411764703,284.6062668648389,259.6062668648389,6114274.0152321225,3818685.4436490084,3057137.0076160613,76.94549119572831,37
FINA,2025-11-19 06:00:00+00:00,6,51,-9.547058823529412,132.67254901960783,98.79988245777093,73.79988245777093,1437404.5026874614,1038554.6113516521,718702.2513437307,74.87036403257108,5
FINA,2025-11-19 06:00:00+00:00,12,51,-9.670588235294117,132.8156862745098,128.53016172489606,103.53016172489605,2422389.072691184,1729243.0315189576,1211194.536345592,76.28479140502097,9
FINA,2025-11-19 06:00:00+00:00,24,51,-10.005882352941176,132.86666666666665,170.9437355706489,145.9437355706489,3014975.239870614,2133461.516341224,1507487.619935307,76.81273461564311,14
FINA,2025-11-19 06:00:00+00:00,48,51,-10.962745098039216,132.29607843137254,255.24343616058727,230.24343616058727,4486307.3190232925,3113589.388090593,2243153.6595116463,77.71470302944067,32
FINA,2025-11-19 06:00:00+00:00,72,51,-12.145098039215686,130.71372549019608,307.46265553886195,282.46265553886195,6072475.224376442,3984494.89447656,3036237.612188221,77.714156515516,43
FINA,2025-11-19 06:00:00+00:00,96,51,-13.229411764705883,128.74705882352941,351.94233472996547,326.94233472996547,7792194.38096537,4805437.3233377775,3896097.190482685,77.50695002633088,52
FINA,2025-11-19 12:00:00+00:00,6,51,-9.80392156862745,133.0588235294118,75.40666873736505,50.40666873736505,1046327.5855116388,754850.615261968,523163.7927558194,73.8507080656056,2
FINA,2025-11-19 12:00:00+00:00,12,51,-9.949019607843137,133.14901960784314,98.21314761746123,73.21314761746123,1632766.6725992097,1165357.9762232678,816383.3362996049,75.04888701066011,4
FINA,2025-11-19 12:00:00+00:00,24,51,-10.080392156862745,133.08627450980393,142.56005349774574,117.56005349774576,2603048.7443070435,1852602.6907966253,1301524.3721535217,76.45573105740621,12
FINA,2025-11-19 12:00:00+00:00,48,51,-11.174509803921568,132.35490196078433,205.33978193635045,180.33978193635045,3910679.882471317,2723601.520600564,1955339.9412356585,77.3463733671246,19
FINA,2025-11-19 12:00:00+00:00,72,51,-12.219607843137254,130.69607843137257,241.3984610192289,216.3984610192289,4304757.374077083,2807539.477499843,2152378.6870385413,76.53996343816831,27
FINA,2025-11-19 12:00:00+00:00,96,51,-13.131372549019607,128.86078431372553,304.15648943688285,279.15648943688285,6898516.353408321,4253372.27651754,3449258.1767041604,77.12288681749074,41
FINA,2025-11-19 18:00:00+00:00,6,51,-9.862745098039214,133.2372549019608,98.70041747495499,73.70041747495499,1632766.6725992097,1165357.9762232678,816383.3362996049,75.04888701066011,4
FINA,2025-11-19 18:00:00+00:00,12,51,-10.103921568627452,133.04705882352943,109.61304106339863,84.61304106339863,1632766.6725992097,1165357.9762232678,816383.3362996049,75.04888701066011,4
FINA,2025-11-19 18:00:00+00:00,24,51,-10.315686274509805,132.5843137254902,142.1566692510712,117.1566692510712,2837538.2763569136,2004442.7847351308,1418769.1381784568,76.59269994816938,8
FINA,2025-11-19 18:00:00+00:00,48,51,-11.72549019607843,131.6058823529412,221.95561464549115,196.95561464549115,3222159.080494972,2169897.7046011696,1611079.540247486,76.16562602449592,21
FINA,2025-11-19 18:00:00+00:00,72,51,-12.729411764705885,129.93725490196078,281.7149188332542,256.7149188332542,5700866.707818516,3611659.851524528,2850433.353909258,76.95110809220184,37
FINA,2025-11-19 18:00:00+00:00,96,51,-13.725490196078429,128.3862745098039,319.25770937855305,294.25770937855305,6983192.06311032,4255362.9112033555,3491596.03155516,76.98123187717391,46
FINA,2025-11-20 00:00:00+00:00,6,51,-10.023529411764708,133.03333333333336,76.33441404344664,51.33441404344664,1632766.6725992097,1165357.9762232678,816383.3362996049,75.04888701066011,4
FINA,2025-11-20 00:00:00+00:00,12,51,-9.886274509803922,132.79215686274512,94.75049196712892,69.75049196712892,1851595.8669319486,1325348.6974971117,925797.9334659743,75.49330289385507,4
FINA,2025-11-20 00:00:00+00:00,24,51,-10.296078431372552,132.343137254902,131.2035022693376,106.20350226933759,2560600.942855403,1803039.8269016633,1280300.4714277014,76.21540634753585,8
FINA,2025-11-20 00:00:00+00:00,48,51,-11.450980392156863,131.18235294117648,199.88375872362778,174.88375872362778,2770606.1283512395,1856222.0468525947,1385303.0641756197,75.60729474087827,18
